id_pessoa,cpf,email,nome,data_nascimento,sexo,cidade,uf,numero_filhos,tabaco,alcool,outras_drogas,religiao,tipo_de_personalidade,latitude,longitude
216,41743853184,hunter@gmail.com,Hunter,1/5/1960,M,Juiz de Fora,MG,4,1,0,0,6,11,32.2335,56.2007

217,44008823276,jacques@yahoo.com,Jacques,8/5/1987,M,Aracruz,ES,2,0,0,1,5,5,35.283,55.0883

218,42079302921,cameron@gmail.com,Cameron,23/1/1939,M,Aracruz,ES,1,0,1,1,0,0,14.3636,59.1744

219,40380278080,cecil@yahoo.com,Cecil,16/12/1969,M,Blumenau,SC,0,0,1,0,9,0,18.0294,52.4836

220,43894766225,kai@yahoo.com,Kai,11/8/1981,M,Nova Iguacu,RJ,1,0,1,0,7,7,21.3158,47.3732

221,49627114042,earl@outlook.com,Earl,21/2/1935,M,Cariacica,ES,4,0,0,0,10,6,29.0161,42.5034

222,48754555332,jerry@outlook.com,Jerry,14/12/1992,M,Duque de Caxias,RJ,5,1,0,0,0,3,32.2509,56.6225

223,42702976576,donnie@gmail.com,Donnie,2/10/1966,M,Governador Valadares,MG,2,1,0,1,8,7,36.1585,48.9062

224,47751826193,dangelo@outlook.com,Dangelo,24/9/1964,M,Blumenau,SC,2,0,0,1,3,10,27.9235,33.0595

225,41927975889,chance@gmail.com,Chance,3/10/1948,M,Jaragua do Sul,SC,3,1,0,1,1,11,12.7163,51.1932

226,47106754499,jefferson@aol.com,Jefferson,30/5/1982,M,Palhoca,SC,4,0,0,0,1,11,24.159,37.8723

227,47596171319,alan@aol.com,Alan,27/4/1971,M,Sao Goncalo,RJ,1,1,1,0,4,12,23.46,42.5675

228,41798334282,mackenzie@yahoo.com,Mackenzie,27/3/1976,M,Blumenau,SC,0,1,1,1,9,8,10.7495,40.2506

229,44727652681,dave@aol.com,Dave,20/12/1967,M,Sao Jose,SC,5,1,0,1,7,0,39.0008,45.2268

230,40638861706,giovanni@yahoo.com,Giovanni,23/5/1952,M,Sao Paulo,SP,4,0,1,1,9,12,31.3756,46.1044

231,42888755935,cullen@yahoo.com,Cullen,10/4/1996,M,Uberaba,MG,3,1,0,0,1,14,29.7245,35.352

232,48288798860,derrick@aol.com,Derrick,9/10/1984,M,Sao Jose,SC,5,1,1,1,7,4,14.3226,37.3449

233,40508896311,perry@yahoo.com,Perry,22/1/1988,M,Linhares,ES,0,0,0,1,2,3,37.1751,46.0721

234,42910027237,davonta@aol.com,Davonta,10/12/1988,M,Belo Horizonte,MG,3,0,0,1,8,6,37.5213,30.9328

235,44790858722,dean@yahoo.com,Dean,12/3/1995,M,Sao Bernardo do Campo,SP,3,0,1,1,7,0,13.3008,40.3733

236,41716620891,jarod@aol.com,Jarod,28/5/1946,M,Joinville,SC,0,0,1,0,2,12,13.0475,48.0462

237,41397400742,raymond@outlook.com,Raymond,25/3/1955,M,Sao Goncalo,RJ,3,0,0,0,7,10,20.7087,40.6786

238,49379836206,grayson@outlook.com,Grayson,24/7/1987,M,Campinas,SP,1,0,0,0,8,6,35.5053,40.8487

239,43091707729,edmund@outlook.com,Edmund,12/1/1998,M,Vitoria,ES,0,1,1,1,7,0,12.063,55.8087

240,42118869058,conor@yahoo.com,Conor,24/9/1967,M,Sao Jose dos Campos,SP,4,1,0,0,3,10,20.3401,38.1547

241,43082870855,austyn@outlook.com,Austyn,14/2/1986,M,Jaragua do Sul,SC,1,1,0,1,10,5,28.7031,57.2643

242,46157409424,brett@gmail.com,Brett,28/9/1989,M,Belo Horizonte,MG,1,0,1,1,5,3,28.6287,50.585

243,43049656333,santiago@outlook.com,Santiago,7/2/1993,M,Nova Iguacu,RJ,5,1,0,0,1,14,32.4426,30.1929

244,41148007353,andreas@aol.com,Andreas,8/9/1997,M,Osasco,SP,4,1,1,0,9,8,15.5488,30.5254

245,48065632861,angelo@gmail.com,Angelo,13/4/1979,M,Campinas,SP,2,0,1,1,5,7,22.4381,37.7697

246,43838728973,raheem@aol.com,Raheem,4/10/1965,M,Governador Valadares,MG,4,0,0,1,2,1,22.2255,32.6132

247,44691242965,colton@yahoo.com,Colton,22/4/1974,M,Niteroi,RJ,0,1,0,1,6,12,16.7085,36.8252

248,49987350753,tylor@gmail.com,Tylor,26/10/1967,M,Guarulhos,SP,4,1,0,1,9,2,36.1997,30.6537

249,41733311898,ramon@aol.com,Ramon,16/3/1979,M,Governador Valadares,MG,4,0,1,0,8,9,17.0362,48.7249

250,48714276811,jarvis@aol.com,Jarvis,26/6/1969,M,Sao Paulo,SP,5,0,0,1,3,5,16.2375,33.5737

251,45044090348,paul@aol.com,Paul,6/4/1953,M,Betim,MG,5,1,0,0,4,3,32.3826,32.4031

252,46612101447,davon@yahoo.com,Davon,1/10/1976,M,Maua,SP,5,1,0,0,9,8,35.7728,50.1467

253,40345342037,bernardo@gmail.com,Bernardo,23/4/1991,M,Florianopolis,SC,0,1,0,0,9,0,33.2692,57.7717

254,45975686792,roman@outlook.com,Roman,22/8/1993,M,Governador Valadares,MG,1,0,0,0,7,8,15.3601,56.8939

255,46820363642,jaxson@yahoo.com,Jaxson,2/7/1931,M,Serra,ES,5,0,1,1,6,7,15.0978,58.4477

256,42445536061,jeremy@gmail.com,Jeremy,20/9/1985,M,Montes Claros,MG,2,0,1,1,0,1,29.7679,33.2493

257,48521581226,reed@aol.com,Reed,12/5/1990,M,Ipatinga,MG,1,1,1,1,5,15,10.8338,44.8597

258,41710941347,glen@outlook.com,Glen,10/2/1950,M,Maua,SP,1,0,0,1,8,14,22.8028,55.1361

259,48525007655,jonathon@yahoo.com,Jonathon,18/10/1934,M,Cariacica,ES,3,1,1,1,8,4,39.8715,35.1548

260,45893355600,zechariah@yahoo.com,Zechariah,17/1/1949,M,Belford Roxo,RJ,0,1,0,1,0,13,27.2503,41.4049

261,48757774185,joey@yahoo.com,Joey,23/11/1940,M,Guarapari,ES,3,1,1,0,0,0,16.6775,44.4502

262,46204249311,heriberto@aol.com,Heriberto,19/11/1975,M,Sao Paulo,SP,5,0,1,0,9,13,33.9447,54.4086

263,42183785881,adan@outlook.com,Adan,13/1/1967,M,Linhares,ES,1,0,1,1,8,14,27.6185,38.1916

264,43567339882,lamar@gmail.com,Lamar,12/3/1930,M,Campinas,SP,3,0,1,0,9,12,24.9233,44.4781

265,41384837565,dominic@gmail.com,Dominic,12/10/1963,M,Duque de Caxias,RJ,1,1,0,0,5,12,38.3476,51.0009

266,43023368776,bobby@outlook.com,Bobby,12/5/1958,M,Palhoca,SC,4,0,1,0,0,0,15.9038,36.1525

267,46970064049,nikhil@gmail.com,Nikhil,30/1/1930,M,Juiz de Fora,MG,4,0,0,1,9,15,36.3966,31.2953

268,48961595499,mateo@gmail.com,Mateo,3/12/1967,M,Campos dos Goytacazes,RJ,1,1,0,1,2,7,28.2385,41.1545

269,45447756703,nico@yahoo.com,Nico,7/11/1988,M,Betim,MG,0,0,0,0,8,7,31.9841,38.9807

270,42010214836,ian@gmail.com,Ian,27/11/1994,M,Santo Andre,SP,0,1,0,0,10,5,11.827,41.1269

271,40118552687,melvin@outlook.com,Melvin,1/7/1959,M,Cariacica,ES,0,0,1,0,6,10,35.0749,44.0411

272,43436995939,konnor@yahoo.com,Konnor,26/8/1971,M,Uberaba,MG,0,0,1,1,8,3,33.6111,59.662

273,44496485203,norma@outlook.com,Norma,8/10/1976,F,Vila Velha,ES,5,0,1,1,4,8,30.4889,39.8255

274,44764230027,zetta@gmail.com,Zetta,18/11/1960,F,Itajai,SC,5,1,1,0,7,7,28.0379,56.6942

275,46965777755,mae@gmail.com,Mae,3/9/1968,F,Duque de Caxias,RJ,2,0,0,1,0,6,20.4628,39.428

276,41610719498,florida@gmail.com,Florida,7/5/1960,F,Serra,ES,3,1,1,1,2,10,30.3811,31.1289

277,45025597881,gwendolyn@yahoo.com,Gwendolyn,25/5/1932,F,Governador Valadares,MG,0,1,0,1,7,7,27.8916,54.7191

278,40674718526,lina@gmail.com,Lina,10/10/2000,F,Campinas,SP,3,1,1,1,4,0,23.989,31.2089

279,46572075353,sidney@outlook.com,Sidney,12/12/1943,F,Ribeirao das Neves,MG,4,0,1,1,9,6,35.6838,49.097

280,46691715410,frank@outlook.com,Frank,10/2/1949,F,Ipatinga,MG,4,0,0,0,6,0,31.846,47.4033

281,48723628617,josefa@yahoo.com,Josefa,2/9/1972,F,Florianopolis,SC,3,0,1,0,1,14,35.3024,47.3089

282,49348226817,olivia@aol.com,Olivia,8/9/1964,F,Chapeco,SC,4,0,0,1,9,7,32.2682,50.2579

283,44038786416,margery@yahoo.com,Margery,26/4/1932,F,Criciuma,SC,1,1,0,1,4,11,14.1779,39.399

284,41583307499,lizzie@gmail.com,Lizzie,16/12/1960,F,Sao Joao de Meriti,RJ,4,1,0,0,7,10,38.3735,58.2436

285,42407671965,manda@gmail.com,Manda,9/11/1991,F,Serra,ES,4,1,1,1,6,9,26.769,53.6046

286,46674366314,elna@aol.com,Elna,9/11/1988,F,Sao Jose dos Campos,SP,5,0,0,0,10,9,14.0435,40.8798

287,46429037949,lida@yahoo.com,Lida,3/8/1990,F,Sao Joao de Meriti,RJ,2,0,1,0,5,13,31.9455,41.1824

288,44108984724,amalia@gmail.com,Amalia,26/7/1971,F,Maua,SP,0,0,1,1,2,2,25.9691,38.6841

289,46051805064,rosa@aol.com,Rosa,15/7/1931,F,Blumenau,SC,0,0,0,1,7,12,15.5415,50.8571

290,40822943480,berta@aol.com,Berta,11/2/1933,F,Campinas,SP,1,1,0,1,0,12,28.8918,57.8916

291,47310215295,victorine@yahoo.com,Victorine,28/9/1942,F,Lages,SC,2,0,0,1,1,5,30.1611,34.852

292,49776207832,claudia@aol.com,Claudia,7/1/1946,F,Sao Jose dos Campos,SP,5,1,1,1,3,6,10.5793,40.207

293,49299275292,malissa@gmail.com,Malissa,14/3/1955,F,Colatina,ES,3,1,0,0,0,2,23.6593,40.4002

294,48348566224,stella@gmail.com,Stella,29/10/1975,F,Palhoca,SC,0,0,1,0,8,3,10.9753,39.1181

295,42341046710,adela@yahoo.com,Adela,6/4/1945,F,Ipatinga,MG,2,0,1,1,1,5,37.3306,51.7167

296,43226144163,dot@gmail.com,Dot,24/3/1963,F,Sorocaba,SP,0,1,0,1,5,1,35.884,50.8123

297,45679191653,wilhelmina@gmail.com,Wilhelmina,11/1/1945,F,RIbeirao Preto,SP,2,0,0,0,0,9,34.9051,42.1251

298,49849908793,helga@aol.com,Helga,24/7/1987,F,Linhares,ES,1,0,0,0,8,4,12.8369,51.5746

299,44557460769,lula@gmail.com,Lula,5/1/1940,F,RIbeirao Preto,SP,4,0,1,1,4,14,26.1982,55.2019

300,45810075831,emmie@gmail.com,Emmie,18/10/1962,F,Cariacica,ES,2,1,1,1,8,7,36.27,37.2812

301,47793937731,birtie@yahoo.com,Birtie,16/8/1974,F,Sorocaba,SP,0,1,0,0,3,2,19.1481,42.9044

302,46254504302,myra@outlook.com,Myra,29/12/1998,F,Nova Iguacu,RJ,4,1,1,0,3,0,39.2325,34.6574

303,42338558071,diana@yahoo.com,Diana,19/9/1938,F,Osasco,SP,0,0,0,1,5,11,26.6239,49.2725

304,47919912884,jennie@gmail.com,Jennie,3/12/1935,F,Sao Mateus,ES,3,0,0,0,0,13,15.2725,56.5846

305,41013056693,idella@aol.com,Idella,25/2/1995,F,Sao Bernardo do Campo,SP,1,0,0,1,3,4,37.7717,37.5291

306,47350002374,hildegard@yahoo.com,Hildegard,23/12/1950,F,Aracruz,ES,1,0,0,0,6,6,26.004,48.7519

307,45947736383,fay@outlook.com,Fay,24/10/1964,F,Montes Claros,MG,4,1,0,1,7,6,33.817,52.506

308,42421634023,ursula@gmail.com,Ursula,23/10/1985,F,Campos dos Goytacazes,RJ,0,1,1,0,2,2,13.4811,53.4158

309,40123047749,agnes@outlook.com,Agnes,23/10/1951,F,Campinas,SP,3,0,0,1,3,13,38.4324,30.711

310,46803820301,lilian@aol.com,Lilian,15/7/1983,F,Vila Velha,ES,5,0,0,0,6,4,18.9201,41.0271

311,41357367107,henry@outlook.com,Henry,29/8/1938,F,Sao Paulo,SP,0,1,0,0,4,3,14.9511,43.0376

312,42113473644,cleo@aol.com,Cleo,26/2/1996,F,Vila Velha,ES,4,0,1,0,4,9,17.9856,30.9866

313,41155230690,audra@aol.com,Audra,8/11/1938,F,Sao Jose dos Campos,SP,2,1,0,0,7,1,22.2723,55.4399

314,44432092448,eva@gmail.com,Eva,1/11/1969,F,Palhoca,SC,0,1,1,0,8,5,24.9563,33.6924

315,42003870684,lilla@aol.com,Lilla,17/7/1961,F,Governador Valadares,MG,0,1,1,0,6,12,32.1639,57.9762

316,48528973017,corene@outlook.com,Corene,30/8/1999,F,Palhoca,SC,4,1,1,1,4,13,33.6268,47.2572

317,40883844983,wilma@aol.com,Wilma,30/6/1974,F,Campos dos Goytacazes,RJ,5,0,0,0,5,5,35.2797,41.7505

318,47472768408,adaline@outlook.com,Adaline,19/3/1978,F,Chapeco,SC,5,0,1,0,9,1,17.5597,37.7691

319,44262959411,myrtle@yahoo.com,Myrtle,27/1/1936,F,Chapeco,SC,1,0,0,0,5,2,30.6006,32.6588

320,48369948199,philomena@aol.com,Philomena,8/3/1930,F,Rio de Janeiro,RJ,4,1,1,1,3,8,37.6066,39.5897

321,48363318092,roma@outlook.com,Roma,19/3/1943,F,Juiz de Fora,MG,1,0,0,1,8,0,22.6034,38.0842

322,42121669968,audrey@yahoo.com,Audrey,17/8/1991,F,Duque de Caxias,RJ,5,1,1,1,0,4,31.1791,50.452

323,45587544651,greta@yahoo.com,Greta,21/10/1986,F,Sorocaba,SP,0,0,1,0,4,5,20.9719,38.2521

324,48191851060,frances@aol.com,Frances,14/3/1984,F,Campinas,SP,3,1,1,1,7,10,39.9449,46.0143

325,46591269129,hortense@yahoo.com,Hortense,3/5/1969,F,Blumenau,SC,5,0,1,0,4,14,37.1123,51.3632

326,45282444500,selina@gmail.com,Selina,16/7/1947,F,Campinas,SP,3,1,1,0,10,0,22.5219,38.858

327,48175633948,cecile@yahoo.com,Cecile,10/12/1962,F,Niteroi,RJ,1,1,1,1,9,3,22.9004,34.0818

328,42952259241,winona@outlook.com,Winona,16/5/1935,F,Niteroi,RJ,5,1,1,1,4,7,22.1735,49.1887

329,40812333310,clara@gmail.com,Clara,2/12/1974,F,Niteroi,RJ,5,0,1,1,3,3,39.4722,58.1382

330,45504492934,antonia@yahoo.com,Antonia,11/1/1951,F,Betim,MG,2,1,0,1,4,10,30.7447,57.2748

331,42379640324,emmer@gmail.com,Emmer,19/1/1992,F,Lages,SC,4,0,1,1,7,14,12.9871,40.8922

332,41781024760,regina@gmail.com,Regina,13/7/1937,F,Chapeco,SC,4,0,1,1,4,15,27.7652,41.9795

333,49975411026,elmira@gmail.com,Elmira,10/6/1946,F,Florianopolis,SC,0,1,1,0,5,5,33.0761,47.4741

334,40015537119,edna@gmail.com,Edna,29/5/1982,F,Belo Horizonte,MG,3,0,0,0,2,3,20.1905,32.3733

335,40123771265,lavada@aol.com,Lavada,27/10/1989,F,Guarulhos,SP,3,1,0,0,6,0,28.7301,58.7038

336,48732570438,aletha@yahoo.com,Aletha,16/11/1974,F,Campos dos Goytacazes,RJ,3,0,1,1,3,14,19.682,37.9032

337,44796930828,marie@yahoo.com,Marie,27/10/1990,F,Chapeco,SC,3,0,1,1,6,4,36.9797,54.5046

338,46280792623,lovie@outlook.com,Lovie,20/1/1951,F,Sao Jose,SC,5,0,1,1,8,13,15.4899,54.3743

339,43561982467,lonie@outlook.com,Lonie,13/2/1960,F,Volta Redonda,RJ,5,0,1,1,3,6,10.4961,51.1187

340,47054717967,muriel@aol.com,Muriel,21/7/1986,F,Betim,MG,0,1,0,0,8,0,33.5173,57.7176

341,49043389240,juliette@outlook.com,Juliette,29/8/1961,F,Uberaba,MG,1,1,1,1,1,10,11.9216,31.7

342,46285789616,dorothy@gmail.com,Dorothy,10/9/1986,F,Florianopolis,SC,5,0,1,1,3,10,17.0171,47.9361

343,46035421649,concetta@outlook.com,Concetta,16/5/1991,F,Vila Velha,ES,1,0,0,0,5,11,18.2854,41.1722

344,48493880786,janette@aol.com,Janette,27/6/1989,F,Maua,SP,3,1,0,0,0,0,32.4497,44.297

345,49905544987,jewel@outlook.com,Jewel,10/11/1994,F,Ribeirao das Neves,MG,5,0,0,1,3,13,25.607,55.501

346,48268357439,rosamond@yahoo.com,Rosamond,22/6/1952,F,Belo Horizonte,MG,0,1,0,1,6,14,21.0663,35.9909

347,47104560512,arietta@yahoo.com,Arietta,11/12/1970,F,Volta Redonda,RJ,2,0,1,1,2,9,23.5906,54.6709

348,47027667941,elsa@gmail.com,Elsa,23/5/1968,F,RIbeirao Preto,SP,1,1,1,0,5,12,24.5714,52.9313

349,42809402884,sammie@yahoo.com,Sammie,3/2/1979,F,Palhoca,SC,3,1,0,0,5,0,19.4243,32.1818

350,41574229630,marcella@yahoo.com,Marcella,30/11/1946,F,Governador Valadares,MG,0,0,0,0,8,10,12.0977,36.2911

351,44044766213,adella@outlook.com,Adella,25/5/1934,F,Osasco,SP,3,1,0,0,3,4,33.5598,47.653

352,47397735660,missouri@gmail.com,Missouri,24/5/1974,F,Sao Paulo,SP,1,1,0,0,2,15,20.9768,36.0313

353,45730859686,vada@yahoo.com,Vada,6/4/1931,F,Serra,ES,2,1,1,0,0,14,11.2832,37.4039

354,40940213446,sonia@yahoo.com,Sonia,27/12/1950,F,Cachoeiro de Itapemirim,ES,0,1,1,1,3,1,19.1223,37.5411

355,43431564105,celia@aol.com,Celia,23/9/1956,F,Sao Goncalo,RJ,2,1,1,0,2,13,16.5444,46.9825

356,43433963108,easter@outlook.com,Easter,4/12/1967,F,Campos dos Goytacazes,RJ,2,1,1,1,4,7,27.0062,42.7039

357,45412263732,antionette@yahoo.com,Antionette,7/6/1948,F,Guarulhos,SP,1,0,0,1,10,7,39.4388,41.6717

358,46437383843,nona@gmail.com,Nona,14/3/1966,F,Osasco,SP,0,1,1,1,1,15,11.2998,53.3115

359,41880646587,kathryne@yahoo.com,Kathryne,2/6/1949,F,Aracruz,ES,3,0,1,0,0,1,33.5054,46.7913

360,41345900231,eloise@aol.com,Eloise,3/8/1977,F,Campos dos Goytacazes,RJ,3,1,0,0,6,8,19.0353,53.092

361,43334742319,ray@aol.com,Ray,28/2/1930,F,Campos dos Goytacazes,RJ,5,1,0,1,5,4,37.3752,55.9098

362,43597910984,izetta@outlook.com,Izetta,22/10/1937,F,Niteroi,RJ,4,0,0,1,3,1,21.3396,56.4575

363,46820568269,bernadette@outlook.com,Bernadette,15/5/1997,F,Florianopolis,SC,0,0,0,1,6,12,29.331,54.475

364,48487594118,veronica@yahoo.com,Veronica,6/4/1973,F,Guarapari,ES,5,0,1,0,5,9,28.5453,36.1738

365,45644692428,myrtis@gmail.com,Myrtis,9/7/1980,F,Santo Andre,SP,0,1,1,0,8,14,33.0681,43.7847

366,42113775238,ivory@gmail.com,Ivory,26/1/1967,F,Campos dos Goytacazes,RJ,0,0,1,0,4,7,13.3751,42.1525

367,45572832882,johanna@outlook.com,Johanna,23/1/1976,F,Santo Andre,SP,4,1,0,0,3,2,33.4245,53.7184

368,49976654356,alverta@gmail.com,Alverta,20/8/1953,F,RIbeirao Preto,SP,4,0,0,0,6,0,21.2532,36.2269

369,40416189567,odell@aol.com,Odell,29/9/1933,F,Vitoria,ES,2,0,1,1,5,7,19.4299,35.5188

370,44510442376,katy@outlook.com,Katy,25/1/1938,F,Linhares,ES,1,0,1,1,7,15,13.3378,42.8422

371,47261488263,nola@outlook.com,Nola,28/12/1977,F,Guarulhos,SP,5,0,1,1,8,2,36.7942,40.5876

372,40057494355,zoe@outlook.com,Zoe,19/12/1968,F,Osasco,SP,3,0,0,0,10,13,26.3319,55.4274

373,43905877422,peggy@yahoo.com,Peggy,11/10/1986,F,Cachoeiro de Itapemirim,ES,5,0,1,0,7,2,32.327,50.4031

374,45737797391,winnifred@outlook.com,Winnifred,14/9/1960,F,Duque de Caxias,RJ,3,0,1,1,0,7,31.4941,54.3131

375,49773710481,bernita@outlook.com,Bernita,21/3/1984,F,Guarulhos,SP,5,1,0,1,1,6,12.8665,59.3406

376,43488069667,corine@outlook.com,Corine,27/4/1999,F,Sao Jose dos Campos,SP,0,0,0,1,0,14,19.4393,54.013

377,41947334049,mandy@yahoo.com,Mandy,12/5/1998,F,Chapeco,SC,5,1,1,0,6,5,22.399,41.7448

378,44970659207,flora@yahoo.com,Flora,30/6/1985,F,Governador Valadares,MG,2,0,0,0,8,14,35.426,37.0161

379,47795920532,alva@gmail.com,Alva,3/1/1982,F,Belford Roxo,RJ,3,0,0,0,8,6,29.9196,41.834

380,47252133225,lilia@aol.com,Lilia,23/5/1986,F,RIbeirao Preto,SP,5,0,0,1,7,11,16.39,48.7327

381,42247776353,robert@yahoo.com,Robert,1/10/1966,F,Blumenau,SC,2,0,0,0,3,15,36.4194,57.1507

382,45750388415,ardella@aol.com,Ardella,4/3/1936,F,Guarulhos,SP,1,0,0,0,3,15,38.8831,46.37

383,42412481877,lola@aol.com,Lola,11/11/1981,F,Jaragua do Sul,SC,2,1,0,0,9,7,14.3755,31.972

384,49102056851,vesta@yahoo.com,Vesta,24/9/1942,F,Campinas,SP,3,0,0,0,5,3,26.392,57.1964

385,48374511189,ossie@aol.com,Ossie,14/9/1996,F,Sao Bernardo do Campo,SP,2,1,1,1,0,3,31.303,50.526

386,42763477728,consuelo@aol.com,Consuelo,24/3/1961,F,Sao Joao de Meriti,RJ,4,1,0,0,10,8,35.5267,31.5065

387,40139198886,deborah@outlook.com,Deborah,1/4/1992,F,Maua,SP,5,1,1,1,3,15,27.8921,34.5891

388,43315736629,rosie@outlook.com,Rosie,28/2/1941,F,Rio de Janeiro,RJ,2,0,1,0,8,6,34.394,37.5351

389,44374952964,enid@yahoo.com,Enid,15/5/1961,F,Osasco,SP,3,0,0,1,7,10,29.185,31.6917

390,45384660199,bettylou@gmail.com,Bettylou,24/12/1954,F,Rio de Janeiro,RJ,4,0,0,1,1,2,24.2293,35.324

391,41388249628,earnestine@aol.com,Earnestine,11/2/1968,F,Cariacica,ES,3,1,0,0,8,7,15.3197,39.7942

392,48504094612,linnie@gmail.com,Linnie,10/3/1962,F,Sorocaba,SP,3,1,1,0,3,13,12.6292,35.5412

393,42617153511,noreen@outlook.com,Noreen,17/10/1961,F,Sao Mateus,ES,5,0,0,1,9,7,22.1783,40.717

394,49094318292,carl@yahoo.com,Carl,21/6/1952,F,Linhares,ES,5,0,0,0,7,10,11.7657,37.1567

395,45115978090,eugenia@aol.com,Eugenia,11/6/1997,F,Petropolis,RJ,0,1,1,1,6,5,35.8472,47.8803

396,47493501973,hortencia@aol.com,Hortencia,21/4/1947,F,Florianopolis,SC,0,1,0,0,9,3,34.2247,54.4444

397,46391079677,joy@outlook.com,Joy,19/9/1935,F,Chapeco,SC,2,1,0,0,0,11,12.5491,33.8339

398,41553694487,ladonna@outlook.com,Ladonna,4/10/1977,F,Sao Bernardo do Campo,SP,2,1,1,1,3,11,29.4717,48.8179

399,42611164051,georgine@gmail.com,Georgine,22/4/1960,F,Sao Joao de Meriti,RJ,2,1,0,0,3,2,28.8362,44.6871

400,49217133102,faith@gmail.com,Faith,28/8/1937,F,Sao Mateus,ES,4,1,0,1,10,13,35.8417,38.5592

401,40924986039,katheryn@yahoo.com,Katheryn,13/9/1970,F,Sao Jose dos Campos,SP,1,0,1,0,1,10,36.9666,39.2345

402,44733493479,jaunita@gmail.com,Jaunita,12/12/1948,F,Nova Iguacu,RJ,3,1,0,1,9,7,39.0832,56.1697

403,45547285044,clarissa@aol.com,Clarissa,13/6/1950,F,Duque de Caxias,RJ,1,0,0,1,9,14,35.6515,35.6073

404,44773418297,lenore@aol.com,Lenore,24/11/1942,F,Juiz de Fora,MG,3,1,0,1,8,10,20.1495,57.535

405,46528491036,leone@aol.com,Leone,3/4/1939,F,Cachoeiro de Itapemirim,ES,5,1,0,0,3,15,24.9668,52.8449

406,40943373489,alma@gmail.com,Alma,22/2/1978,F,Serra,ES,2,0,1,1,6,1,29.4689,51.4872

407,44354498862,caryl@outlook.com,Caryl,16/4/1944,F,Sorocaba,SP,2,1,1,1,9,2,21.7886,37.1445

408,44430608908,neoma@aol.com,Neoma,4/8/1954,F,Blumenau,SC,2,0,0,1,10,5,25.4471,34.1123

409,41510622556,gretchen@gmail.com,Gretchen,8/10/1979,F,Governador Valadares,MG,3,1,1,1,5,3,29.1164,38.8133

410,46323705506,barbra@outlook.com,Barbra,12/12/1943,F,Governador Valadares,MG,2,0,1,1,4,15,36.059,48.9231

411,46857354563,lillie@gmail.com,Lillie,2/9/1943,F,Criciuma,SC,4,1,1,0,1,7,22.6696,38.4752

412,42252052822,reta@aol.com,Reta,28/6/1936,F,Chapeco,SC,1,0,1,0,2,5,19.9912,40.2337

413,41152850488,rubie@gmail.com,Rubie,11/5/1992,F,Linhares,ES,2,1,1,1,8,14,29.7794,55.0305

414,45024156426,kathy@aol.com,Kathy,25/7/1989,F,Belo Horizonte,MG,0,0,0,0,0,1,21.7466,57.6826

415,40322371737,cordelia@gmail.com,Cordelia,24/5/1938,F,Campos dos Goytacazes,RJ,3,0,1,0,8,5,28.5958,59.3614

416,43612381582,priscilla@outlook.com,Priscilla,25/3/1956,F,Lages,SC,5,1,0,0,9,7,14.1324,42.0178

417,43485192623,rozella@aol.com,Rozella,18/8/1944,F,Sao Jose dos Campos,SP,1,0,1,0,8,9,35.8181,44.3087

418,40868732048,ina@aol.com,Ina,26/12/1987,F,Guarapari,ES,4,0,1,1,3,11,22.5119,43.4045

419,48667706256,madge@aol.com,Madge,28/3/1988,F,Sao Jose dos Campos,SP,3,0,0,1,2,15,34.5413,42.0156

420,40386075463,roxie@yahoo.com,Roxie,10/11/1950,F,Cachoeiro de Itapemirim,ES,1,0,1,1,5,5,14.4386,34.5181

421,45103374747,mabel@outlook.com,Mabel,29/11/1957,F,Montes Claros,MG,4,0,0,0,2,10,16.8665,42.9854

422,44832894008,delphine@aol.com,Delphine,11/6/1964,F,Sao Joao de Meriti,RJ,3,0,1,0,0,8,35.6741,37.7585

423,47029080755,jeanette@outlook.com,Jeanette,10/7/1986,F,Itajai,SC,5,1,0,0,4,12,35.9485,53.4893

424,49418594807,cherry@aol.com,Cherry,4/11/1943,F,Sao Mateus,ES,0,0,0,0,0,5,17.5575,44.4685

425,46637137910,merrily@yahoo.com,Merrily,27/6/1969,F,Betim,MG,4,1,1,0,10,10,18.262,56.3335

426,41250778018,alicia@gmail.com,Alicia,11/2/1979,F,Montes Claros,MG,0,1,0,1,5,12,20.5034,41.263

427,46578288970,flossie@outlook.com,Flossie,24/1/1981,F,Sao Mateus,ES,2,0,0,1,1,9,36.8895,34.9061

428,41559801820,marlene@yahoo.com,Marlene,24/8/1979,F,Montes Claros,MG,4,1,1,1,7,9,12.5167,55.6004

429,46329557282,loraine@gmail.com,Loraine,23/1/1969,F,Palhoca,SC,5,0,0,1,2,14,27.6901,41.3577

430,42487349164,marleen@gmail.com,Marleen,24/8/1971,F,Ribeirao das Neves,MG,3,1,1,0,5,7,30.0465,52.4186

431,45718016513,sondra@aol.com,Sondra,15/7/1983,F,Linhares,ES,0,0,0,0,8,6,31.8283,52.7026

